Parameter,Type,Min,Max,Default,Description,Example
Duration_At_Node_Log_Normal_Sigma,float,-3.40282e+38,1.70141e+38,3.40282E+38,"The standard deviation of the natural log of the duration at the destination node after migration, in days, when **Duration_At_Node_Distribution** is set to LOG_NORMAL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-at-node-log-normal-sigma.json)
Duration_At_Node_Max,float,0,3.40282E+38,-1,"The maximum duration at the destination node after migration, in days, when **Duration_At_Node_Distribution** is set to UNIFORM_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-at-node-max.json)
Duration_At_Node_Mean_1,float,1.17549E-38,3.40282E+38,-1,"The mean of the first exponential distribution, in days, when **Duration_At_Node_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-at-node-mean-1.json)
Duration_At_Node_Mean_2,float,1.17549E-38,3.40282E+38,-1,"The mean of the second exponential distribution, in days, when **Duration_At_Node_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-at-node-mean-2.json)
Duration_At_Node_Min,float,0,3.40282E+38,-1,"The minimum duration at the destination node after migration, in days, when **Duration_At_Node_Distribution** is set to UNIFORM_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-at-node-min.json)
Duration_At_Node_Peak_2_Value,float,0,3.40282E+38,-1,"The duration value at the destination node, in days, to assign to the remaining families when **Duration_At_Node_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-at-node-peak-2-value.json)
Duration_At_Node_Poisson_Mean,float,0,3.40282E+38,-1,"The mean of the duration at the destination node after migration, in days, when **Duration_At_Node_Distribution** is set to POISSON_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-at-node-poisson-mean.json)
Duration_At_Node_Proportion_0,float,0,1,-1,The proportion of families to assign a value of zero days at the destination node when **Duration_At_Node_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.,[link](../json/campaign-migratefamily-duration-at-node-proportion-0.json)
Duration_At_Node_Proportion_1,float,0,1,-1,The proportion of families in the first exponential distribution  when **Duration_At_Node_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.,[link](../json/campaign-migratefamily-duration-at-node-proportion-1.json)
Duration_Before_Leaving_Constant,float,0,3.40282E+38,-1,"The duration before leaving to use for every family, in days, when **Duration_Before_Leaving_Distribution** is set to CONSTANT_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-constant.json)
Duration_Before_Leaving_Distribution,enum,NA,NA,NOT_INITIALIZED,"The distribution type to use for assigning the duration of time an individual or family waits before migrating to the destination node after all residents are home. Each assigned value is a random draw from the distribution.

Possible values are:

NOT_INITIALIZED
    No distribution set. 
CONSTANT_DISTRIBUTION
    Use the same value for each individual. Set **Duration_Before_Leaving_Constant**.
UNIFORM_DISTRIBUTION
    Use a `uniform`_ distribution with a given minimum and maximum. Set **Duration_Before_Leaving_Max** and **Duration_Before_Leaving_Min**.
GAUSSIAN_DISTRIBUTION
    The distribution is `Gaussian`_ (or normal). Values are resampled to ensure >= 0. Set **Duration_Before_Leaving_Gaussian_Mean** and **Duration_Before_Leaving_Gaussian_Std_Dev**.
EXPONENTIAL_DISTRIBUTION
    The distribution is `exponential`_ with a given mean. Set **Duration_Before_Leaving_Exponential**.
WEIBULL_DISTRIBUTION
    Use a `Weibull`_ distribution with a given shape and scale. Set **Duration_Before_Leaving_Kappa** and **Duration_Before_Leaving_Lambda**.
LOG_NORMAL_DISTRIBUTION
    Use a `log-normal`_ distribution with a given mean and standard deviation of the natural log. Set **Duration_Before_Leaving_Log_Normal_Mu** and **Duration_Before_Leaving_Log_Normal_Sigma**.
POISSON_DISTRIBUTION
    Use a `Poisson`_ distribution with a given mean. Set **Duration_Before_Leaving_Poisson_Mean**. 
DUAL_CONSTANT_DISTRIBUTION
    Use a distribution where some individuals are set to a value of zero and the rest to a given value. Set **Duration_Before_Leaving_Proportion_0** and **Peak_2_Value**. This distribution does not use the parameters set for CONSTANT_DISTRIBUTION.
DUAL_EXPONENTIAL_DISTRIBUTION
    Use two `exponential`_ distributions with given means. Set **Duration_Before_Leaving_Mean_1**, **Duration_Before_Leaving_Mean_2**, and **Duration_Before_Leaving_Proportion_1**. This distribution does not use the parameters set for EXPONENTIAL_DISTRIBUTION.

.. _Gaussian: https://en.wikipedia.org/wiki/Normal_distribution

.. _exponential: https://en.wikipedia.org/wiki/Exponential_distribution

.. _Weibull: https://en.wikipedia.org/wiki/Weibull_distribution

.. _log-normal: https://en.wikipedia.org/wiki/Log-normal_distribution

.. _uniform: https://en.wikipedia.org/wiki/Uniform_distribution_(continuous)

.. _Poisson: https://en.wikipedia.org/wiki/Poisson_distribution

",[link](../json/campaign-migratefamily-duration-before-leaving-distribution.json)
Duration_Before_Leaving_Exponential,float,0,3.40282E+38,-1,"The mean of the duration before leaving node, in days, when **Duration_Before_Leaving_Distribution** is set to EXPONENTIAL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-exponential.json)
Duration_Before_Leaving_Gaussian_Mean,float,0,3.40282E+38,-1,"The mean of the duration before leaving the node, in days, when **Duration_Before_Leaving_Distribution** is set to GAUSSIAN_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-gaussian-mean.json)
Duration_Before_Leaving_Gaussian_Std_Dev,float,1.17549E-38,3.40282E+38,1,"The standard deviation of the duration before leaving the node, in days, when **Duration_Before_Leaving_Distribution** is set to GAUSSIAN_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-gaussian-std-dev.json)
Duration_Before_Leaving_Kappa,float,1.17549E-38,3.40282E+38,-1,"The shape value for the duration before leaving the home node, in days, when **Duration_Before_Leaving_Distribution** is set to WEIBULL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-kappa.json)
Duration_Before_Leaving_Lambda,float,1.17549E-38,3.40282E+38,-1,"The scale value for the duration before leaving the home node, in days, when **Duration_Before_Leaving_Distribution** is set to WEIBULL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-lambda.json)
Duration_Before_Leaving_Log_Normal_Mu,float,-3.40282e+38,1.70141e+38,3.40282E+38,"The mean of the natural log of the duration before leaving the home node, in days, when **Duration_Before_Leaving_Distribution** is set to LOG_NORMAL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-log-normal-mu.json)
Duration_Before_Leaving_Log_Normal_Sigma,float,-3.40282e+38,1.70141e+38,3.40282E+38,"The standard deviation of the natural log of the duration before leaving the home node, in days, when **Duration_Before_Leaving_Distribution** is set to LOG_NORMAL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-log-normal-sigma.json)
Duration_Before_Leaving_Max,float,0,3.40282E+38,-1,"The maximum duration before leaving the home node, in days, when **Duration_Before_Leaving_Distribution** is set to UNIFORM_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-max.json)
Duration_Before_Leaving_Mean_1,float,1.17549E-38,3.40282E+38,-1,"The mean of the first exponential distribution, in days, when **Duration_Before_Leaving_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-mean-1.json)
Duration_Before_Leaving_Mean_2,float,1.17549E-38,3.40282E+38,-1,"The mean of the second exponential distribution, in days, when **Duration_Before_Leaving_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-mean-2.json)
Duration_Before_Leaving_Min,float,0,3.40282E+38,-1,"The minimum duration before leaving the home node, in days, when **Duration_Before_Leaving_Distribution** is set to UNIFORM_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-min.json)
Duration_Before_Leaving_Peak_2_Value,float,0,3.40282E+38,-1,"The duration before leaving the home node to assign to the remaining families, in days, when **Duration_Before_Leaving_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-peak-2-value.json)
Duration_Before_Leaving_Poisson_Mean,float,0,3.40282E+38,-1,"The mean of the duration before leaving the home node, in days, when **Duration_Before_Leaving** is set to POISSON_DISTRIBUTION.",[link](../json/campaign-migratefamily-duration-before-leaving-poisson-mean.json)
Duration_Before_Leaving_Proportion_0,float,0,1,-1,The proportion of families to assign a value of zero days before leaving the home node when **Duration_Before_Leaving_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.,[link](../json/campaign-migratefamily-duration-before-leaving-proportion-0.json)
Duration_Before_Leaving_Proportion_1,float,0,1,-1,The proportion of families in the first exponential distribution when **Duration_Before_Leaving_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.,[link](../json/campaign-migratefamily-duration-before-leaving-proportion-1.json)
Intervention_Name,string,NA,NA,MigrateFamily,The optional name used to refer to this intervention as a means to differentiate it from others that use the same class.,[link](../json/campaign-migratefamily-intervention-name.json)
Is_Moving,boolean,0,1,0,Set to true (1) to indicate the individual is permanently moving to a new home node for intervention-based migration.,[link](../json/campaign-migratefamily-is-moving.json)
New_Property_Value,string,NA,NA,"""""",An optional **NodeProperty** key:value pair that will be assigned when the intervention is applied. See :ref:`demo-properties` parameters for more information.,[link](../json/campaign-migratefamily-new-property-value.json)
NodeID_To_Migrate_To,integer,0,4294970000.0,0,The destination node ID for intervention-based migration.,[link](../json/campaign-migratefamily-nodeid-to-migrate-to.json)
