Parameter,Type,Min,Max,Default,Description,Example
Antigen,integer,0,10,0,The antigenic base strain ID of the outbreak infection.,[link](../json/campaign-importpressure-antigen.json)
Daily_Import_Pressures,array of floats,0,3.40282E+38,0,The rate of per-day importation for each node that the intervention is distributed to.,[link](../json/campaign-importpressure-daily-import-pressures.json)
Durations,array of integers,0,2147480000.0,1,The durations over which to apply import pressure.,[link](../json/campaign-importpressure-durations.json)
Genome,integer,-1,16777200.0,0,"The genetic substrain ID of the outbreak infection. Together with **Antigen**, they are a unitary object representing a strain of infection, which allows for differentiation among infections. Values for **Genome** may range from -1 to $2^{Log2\_Number\_of\_Genomes\_per\_Clade-1}$",[link](../json/campaign-importpressure-genome.json)
Import_Age,float,0,43800,365,The age (in days) of infected import cases.,[link](../json/campaign-importpressure-import-age.json)
