Parameter,Type,Min,Max,Default,Description,Example
Challenge_Type,enum,NA,NA,NA,"The type of malaria challenge. Possible values are:<br>InfectiousBites<br>    If this value is selected, use with the corresponding **Infectious_Bite_Count** parameter.<br>Sporozoites<br>    If this value is selected, use with the corresponding **Sporozoite_Count** parameter.",[link](../json/campaign-malariachallenge-challenge-type.json)
Coverage,float,0,1,1,The fraction of individuals receiving an intervention.,[link](../json/campaign-malariachallenge-coverage.json)
Disqualifying_Properties,array of strings,NA,NA,[],"A list of **IndividualProperty** key:value pairs that cause an intervention to be aborted (persistent interventions will stop being distributed to individuals with these values). See [IndividualProperties and NodeProperties](parameter-demographics.md#nodeproperties-and-individualproperties) parameters for more information. Generally used to control the flow of health care access. For example, to prevent the same individual from accessing health care via two different routes at the same time.",[link](../json/campaign-malariachallenge-disqualifying-properties.json)
Dont_Allow_Duplicates,bool,NA,NA,0,"If set to true (1), does not allow any new interventions with matching **Intervention_Name** parameter value to be distributed to the individual.",[link](../json/campaign-malariachallenge-dont-allow-duplicates.json)
Infectious_Bite_Count,integer,0,1000,1,The number of infectious bites per person. Use when **Challenge_Type** is set to InfectiousBites.,[link](../json/campaign-malariachallenge-infectious-bite-count.json)
Intervention_Name,string,NA,NA,MalariaChallenge,The optional name used to refer to this intervention as a means to differentiate it from others that use the same class.,[link](../json/campaign-malariachallenge-intervention-name.json)
New_Property_Value,string,NA,NA,"""""",An optional **NodeProperty** key:value pair that will be assigned when the intervention is applied. See [IndividualProperties and NodeProperties](parameter-demographics.md#nodeproperties-and-individualproperties) parameters for more information.,[link](../json/campaign-malariachallenge-new-property-value.json)
Sporozoite_Count,integer,0,1000,1,The number of sporozoites per person. Use when **Challenge_Type** is set to Sporozoites.,[link](../json/campaign-malariachallenge-sporozoite-count.json)
