Parameter,Type,Min,Max,Default,Description,Example
Ignore_Immunity,boolean,0,1,1,Individuals will be force-infected (with a specific strain) regardless of actual immunity level when set to true (1).,[link](../json/campaign-outbreakindividualmalariavargenes-ignore-immunity.json)
Incubation_Period_Override,integer,-1,2.14E+09,-1,"The incubation period, in days, that infected individuals will go through before becoming infectious. This value overrides the incubation period set in the configuration file. Set to -1 to honor the configuration parameter settings.",[link](../json/campaign-outbreakindividualmalariavargenes-incubation-period-override.json)
IRBC_Type,array of integers,0,"10,000",[],The array of PfEMP1 Major epitope variant values. Each value in the array must be less than or equal to the value for the configuration parameter **Falciparum_PfEMP1_Variants**. Note: The array must contain 50 values.,[link](../json/campaign-outbreakindividualmalariavargenes-irbc-type.json)
Minor_Epitope_Type,array of integers,0,"10,000",[],"The array of PfEMP1 Minor epitope variant values. There must be exactly 50 values. Min value = 0, MAX value = **Falciparum_Nonspecific_Types** * MINOR_EPITOPE_VARS_PER_SET(=5).",[link](../json/campaign-outbreakindividualmalariavargenes-minor-epitope-type.json)
MSP_Type,integer,0,1000,0,"The Merozoite Surface Protein variant value of this infection. Min value = 0, MAX value = **Falciparum_MSP_Variants**.",[link](../json/campaign-outbreakindividualmalariavargenes-msp-type.json)
