Parameter,Type,Min,Max,Default,Description,Example
Polygon_Format,enum,NA,NA,SHAPE,"The type of polygon to create. Currently, SHAPE is the only supported value.",[link](../json/campaign-nodesetpolygon-polygon-format.json)
Vertices,string,NA,NA,UNINTIALIZED STRING,Comma-separated list of latitude/longitude points that bound a polygon.,[link](../json/campaign-nodesetpolygon-vertices.json)
