Parameter,Type,Min,Max,Default,Description,Example
Cost_To_Consumer,float,0,999999,10,The unit cost per vector control (unamortized).,
Disqualifying_Properties,array of strings,NA,NA,[],"A list of *NodeProperty** key:value pairs that cause an intervention to be aborted (persistent interventions will stop being distributed to nodes with these values). See :ref:`demo-properties` parameters for more information. Generally used to control the flow of health care access. For example, to prevent the same individual from accessing health care via two different routes at the same time.",[link](../json/campaign-indoorspacespraying-disqualifying-properties.json)
Dont_Allow_Duplicates,bool,NA,NA,0,"If set to true (1), does not allow any new interventions with matching **Intervention_Name** parameter value to be distributed to the node.",[link](../json/campaign-indoorspacespraying-dont-allow-duplicates.json)
Insecticide_Name,string,NA,NA,UNINITIALIZED STRING,"The name of the insecticide defined in  <config.Insecticides>  for this intervention.  If insecticides are being used,  this must be defined as one of those values; if they are not being used this can be empty.  It cannot have a value if you did not configure <config.Insecticides>.",[link](../json/campaign-indoorspacespraying-insecticide-name.json)
Intervention_Name,string,NA,NA,IndoorSpaceSpraying,The optional name used to refer to this intervention as a means to differentiate it from others that use the same class.,[link](../json/campaign-indoorspacespraying-intervention-name.json)
Killing_Config,json object,NA,NA,NA,The configuration of killing efficacy and waning for human host-seeking trap. Only vectors attracted to the trap by the **Attract_Config** settings are targeted by the **Killing_Config**. Specify how this effect decays over time using one of the :doc:`parameter-campaign-waningeffects`.,[link](../json/campaign-indoorspacespraying-killing-config.json)
New_Property_Value,string,NA,NA,"""""",An optional **NodeProperty** key:value pair that will be assigned when the intervention is applied. See :ref:`demo-properties` parameters for more information.,[link](../json/campaign-indoorspacespraying-new-property-value.json)
Spray_Coverage,float,0,1,0,The proportion of the node that has been sprayed. This value is multiplied by the current efficacy of the **WaningEffect**.,[link](../json/campaign-indoorspacespraying-spray-coverage.json)
