Parameter,Type,Min,Max,Default,Description,Example
Age_Bin_Edges_In_Years,array,NA,NA,NA,"An array of integers that represents the ages, in years, at which to demarcate the age groups for individuals. Used only with the **Age_Bin** property type. The first number must be 0, the last must be -1, and they must be listed in ascending order. Cannot be used with **NodeProperties**.

|EMOD_s| automatically create the individual property **Age_Bin** with values based on the bin edges using the format **Age_Bin_Property_From_X_To_Y**. These appear in the property reports and can be used to target campaign interventions using **Property_Restrictions_Within_Node**. See :doc:`model-targeted-interventions` for more information.",[link](../json/demo-properties-malaria-age-bin-edges-in-years.json)
IndividualProperties,array of objects,NA,NA,[],"An array that contains parameters that add properties to individuals in a simulation. For example, you can define values for accessibility, age, geography, risk, and other properties and assign values to different individuals.",[link](../json/demo-properties-malaria-individualproperties.json)
Initial_Distribution,array of floats,0,1,1,"An array of floats that define the proportion of property values to assign to individuals or nodes at the beginning of the simulation and when new individuals are born. Their sum must equal 1 and the number of members in this array must match the number of members in **Values**. For Age_Bin property types, omit this parameter as the demographics file controls the age distribution.","[link](../json/demo-properties-malaria-initial-distribution-1.json), [link](../json/demo-properties-malaria-initial-distribution-2.json)"
NodeProperties,array of objects,NA,NA,NA,"An array that contains parameters that add properties to nodes in a simulation. Defined in the demographics file at the same level as **Nodes** and **Defaults**. For example, you can define values for intervention status, risk, and other properties and assign values to different nodes.",[link](../json/demo-properties-malaria-nodeproperties.json)
Property,enum,NA,NA,NA,"The individual or node property type for which you will assign values to create groups. You can then update the property values assigned to individuals or nodes or target interventions to particular groups. Note that these types, with the exception of Age_Bin, are merely labels that do not affect the simulation unless specified to do so. Possible values are:

Age_Bin
   Assign individuals to age bins. Use with **Age_Bin_Edges_In_Years**. Cannot be used with **NodeProperties**.
Accessibility
   Tag individuals or nodes based on their accessibility. 
Geographic
   Tag individuals or nodes based on geographic characteristics.
HasActiveTB
   Tag individuals or nodes based on active TB status. Typically used only with HIV ART staging interventions.
InterventionStatus
   Tag individuals or nodes based on intervention status, so that receiving an intervention can affect how other interventions are distributed. Use with **Disqualifying_Properties** and **New_Property_Value** in the campaign file. 
Place
   Tag individuals or nodes based on place.
Risk
   Tag individuals or nodes based on disease risk.
QualityofCare
   Tag individuals or nodes based on the quality of medical care.
","[link](../json/demo-properties-malaria-property-1.json), [link](../json/demo-properties-malaria-property-2.json)"
Transitions,array,NA,NA,NA,"An array that contains multiple JSON objects that each define how an individual transitions from one property value to another. See the transitions array table for information about the parameters to include in the **Transitions** object. For Age_Bin property types, set to an empty array, as individuals will transition to the next age bin based on the passing of time. Cannot be used with **NodeProperties**.",[link](../json/demo-properties-malaria-transitions.json)
Values,array of strings,NA,NA,NA,"An array of the user-defined values that can be assigned to individuals or nodes for this property. The order of the values corresponds to the order of the **Initial_Distribution** array.

You can have up to 125 values for the Geographic and InterventionStatus property types and up to 5 values for all other types. For Age_Bin property types, omit this parameter and use **Age_Bin_Edges_In_Years** instead.","[link](../json/demo-properties-malaria-values-1.json), [link](../json/demo-properties-malaria-values-2.json)"
